Id,Label,GC
737,0,153
738,0,117
739,0,1
740,0,117
741,0,-2
742,0,148
743,0,1
744,0,117
745,0,153
746,0,8
747,0,153
748,0,1
749,0,117
750,0,85
751,0,40
752,0,32
753,0,117
754,0,148
